Entity Status,Name,Unique Entity ID,Expiration Date,NAICS Code,Address Line 1,Address Line 2,City,State/Province,Zip Code,Source
Active,K. J. CARTRIDGE PLUS CORP,ZH5AXNN1ELL5,10/4/23,334418,3719 ARLINGTON AVE,,BROOKHAVEN,PA,19015,
Inactive,ISLAMIC COMMUNICATION NETWORK INC,DTJMALAVU9A6,2/9/23,323111,2451 N 19TH ST,,PHILADELPHIA,PA,19132,
Active,"CENERO, LLC",NG21HZFNN6V8,6/11/24,238210,1150 ATWATER DR,,MALVERN,PA,19355,
Inactive,"Norcron, LLC ",SGY2J86M6NK1,8/19/14,238210,201 Lincoln Way West ,,Mc Connellsburg,PA,17233,
Active,"Spectrum Healthcare, Inc.",CALDU22L2RB5,3/13/24,334510,20 Eagleville Rd,,Eagleville,PA,19403,
Inactive,"CNC DEFENSE, INC.",W2TUPNJKJCM9,10/11/13,332999,829 LINCOLN AVE UNIT 4,,WEST CHESTER,PA,19380,
Active,CEM SERVICE GROUP INC,NMXKHEJDBNL8,12/6/23,334513,832 ROLLING HILLS RD,,OTTSVILLE,PA,18942,
Inactive,"DRAEGER SAFETY, INC.",MLPKWNZW1ZD7,8/22/17,333912,101 TECHNOLOGY DR,,PITTSBURGH,PA,15275,
Active,HYDAC TECHNOLOGY CORP,TNLQJ5ULW665,5/21/24,332313,2260 CITY LINE RD,,BETHLEHEM,PA,18017,
Active,PHILIPS RS NORTH AMERICA LLC,KKUMFAXFJ2M7,10/25/23,334510,6501 Living Pl,,Pittsburgh,PA,15206,
Active,"North East Technical Sales, Inc.",DF2ZSTNCL8V3,4/10/24,334513,171 RUTH RD,,HARLEYSVILLE,PA,19438,
Active,BLACK BOX CORPORATION OF PENNSYLVANIA,TFBXC11G77F3,11/7/23,334118,1000 PARK DR,,LAWRENCE,PA,15055,
Active,"H & W TECHNOLOGY, LLC",SXL3NCUUFAD5,6/21/24,334513,301 E CITY AVE STE LL3,,BALA CYNWYD,PA,19004,
Inactive,"Accu-temp, Inc.",DGK4NE6ZQN25,2/8/22,238220,1077 Mars Evans City,,Mars,PA,16046,
Active,LUSTRA-LINE INC,QN9CSJ589ND4,2/2/24,325992,2901 BRIGHTON RD,,PITTSBURGH,PA,15212,
Active,"EMERSON PROCESS MANAGEMENT POWER & WATER SOLUTIONS, INC.",SXN4KTNMCGN3,11/9/23,334513,200 BETA DR,,PITTSBURGH,PA,15238,
Inactive,"Allied Electronics, Inc.",GA29EWVCM226,7/7/18,334419,1414 N Radcliffe St Ste 120,,Bristol,PA,19007,
Active,"E. F. PRECISION, LLC.",C691BM6A2MP7,3/30/24,332710,2301 COMPUTER AVE,,WILLOW GROVE,PA,19090,
Inactive,"Jordan Acquisition Group, LLC",P26XURRGVDC3,2/17/16,334512,1 Technology Ln,,Export,PA,15632,
Active,NAVMAR APPLIED SCIENCES CORP,M7L6QRM22UN4,2/3/24,332710,65 W STREET RD,,WARMINSTER,PA,18974,
Active,NATIONAL ENERGY CONTROL CORP,XQH4M3A65NS9,11/21/23,332912,312 DARBY RD,,HAVERTOWN,PA,19083,
Inactive,"LASER TOOL, INC.",NEBCW5K2SWF9,12/26/14,325991,17763 STATE HWY 198,,SAEGERTOWN,PA,16433,
Inactive,"EMW, INC.",VDZSLH6DRML8,11/15/20,332710,10 W 2ND AVE,,LITITZ,PA,17543,
Active,"Davis, James",L8NXJJDNTKD8,11/11/23,334220,314 W Long Ave,,Du Bois,PA,15801,
Active,"Mare Solutions, Inc. ",UH16D6FG29P3,12/14/23,236210,647 ALPHA DR ,,PITTSBURGH,PA,15238,
Active,"JAMAR TECHNOLOGIES, INC",DYPHZBCUS1L9,11/21/23,334514,1500 INDUSTRY RD STE C,,HATFIELD,PA,19440,
Active,"Acra Control, Inc.",V329X3PJGJB3,3/9/24,332911,15 Terry Dr,,Newtown,PA,18940,
Inactive,E.A. WAETJEN INC,XMAMEEEBFBV7,11/27/22,334290,6198 Butler Pike Ste 135,,Blue Bell,PA,19422,
Inactive,Trola Industries Inc. ,Q2NVA17NNBE9,10/15/22,334513,2360 N George St ,,York,PA,17406,
Active,LASER TECHNOLOGY INC,JKNUDPLA2F95,11/8/23,334519,1055 W GERMANTOWN PIKE STE 4,,NORRISTOWN,PA,19403,
Inactive,ZEGER-ABRAMS INCORPORATED,TLJWACQPDR43,10/8/14,334220,1112 CLARK RD,,GLENSIDE,PA,19038,
Active,FOERSTER INSTRUMENTS INCORPORATED,C1A3R1SHGNC7,3/19/24,334519,140 Industry Dr,,Pittsburgh,PA,15275,
Active,"Supplyforce.com, LLC",DZWDMQBMGBD8,4/3/24,236220,700 American Ave Ste 300,,King Of Prussia,PA,19406,
Active,ARDIEM MEDICAL INC,DJCMEUG7E9J8,2/14/24,334510,1380 ROUTE 286 HWY E,STE 221,INDIANA,PA,15701,
Active,"ChemImage Biothreat, LLC",CG29BHXACWW3,10/12/23,334516,7325 Penn Ave Ste 200,,Pittsburgh,PA,15208,
Active,EXTORR INC,Y7X9ZXNZ22U4,1/2/24,334516,307 COLUMBIA RD,,NEW KENSINGTON,PA,15068,
Inactive,"MONITOR INSTRUMENTS CO., LLC",PHVKTLHJZL44,1/23/15,334513,290 E UNION RD,,CHESWICK,PA,15024,
Active,Optimum Controls Corporation,GG4GM8KFHNQ9,12/2/23,334419,1044 MacArthur Rd,,Reading,PA,19605,
Active,LASER-VIEW TECHNOLOGIES INC,J5NXD4KLU2S3,11/14/23,334510,205 BYERS RD,,CHESTER SPRINGS,PA,19425,
Inactive,"Thales Transport & Security, Inc.",J7UMUANR3US6,4/2/23,334290,5500 CORPORATE DR STE 500,,PITTSBURGH,PA,15237,
Active,SECHAN ELECTRONICS INC,NUMJXMNFTW19,5/30/24,332322,525 FURNACE HILLS PIKE,,LITITZ,PA,17543,
Inactive,"CAHILL, WILLIAM M",L6YLXMQT9K75,12/13/13,238210,1000 GERMANTOWN PIKE STE B2,,PLYMOUTH MEETING,PA,19462,
Inactive,EVERGREEN GROUP INC,GF1JNUU6L2W7,1/10/15,238220,4460 BACHMAN DRIVE,,SCHNECKSVILLE,PA,18078,
Inactive,"Z-Band, Inc.",EZJ6YWK3R1Q6,9/19/18,334290,848 N Hanover St Ste B,,carlisle,PA,17013,
Active,"Sonic Systems, Inc.",NNBPNNXYF3U1,4/2/24,334419,204 RAILROAD DR,,WARMINSTER,PA,18974,
Inactive,"EESIFLO, INC.",DUKRHKR1F2A7,9/13/16,334513,219 E MAIN ST 117,,MECHANICSBURG,PA,17055,
Active,TPS LLC,EDN3VLXQVK55,6/6/24,333994,2821 OLD ROUTE 15,,NEW COLUMBIA,PA,17856,
Active,ELECTRO-SENSE OF PENNSYLVANIA INC,C2EJE6V9F3Q9,1/18/24,334419,2216 POTTSTOWN PIKE,,POTTSTOWN,PA,19465,
Inactive,NEXGEN COMMUNICATIONS LLC,VSNFJ2PA1FA6,2/11/23,334112,328 INNOVATION BLVD STE 100,,STATE COLLEGE,PA,16803,
Active,"ARGON ST, INC.",LCKATM42Y1M1,6/13/24,334290,90 LAUREL VIEW DR,,SMITHFIELD,PA,15478,
Active,THERM-OMEGA-TECH INC,MBB2WPGMQ8J1,3/29/24,332721,353 IVYLAND RD,,WARMINSTER,PA,18974,
Active,FLUID PINPOINTING SERVICES INC,HSF2RBKJHLC5,3/6/24,334519,307 CHARLES ST,,CLEONA,PA,17042,
Active,INDUSTRIAL SCIENTIFIC CORPORATION,EUL7TR9MX1H9,3/5/24,334513,1 LIFE WAY,,PITTSBURGH,PA,15205,
Inactive,"AMERICAN PRODUCTS, INC.",ZR42KDKKH2T4,6/10/16,334419,45 LEIGH DR,,YORK,PA,17402,
Inactive,"3SI Security Systems, Inc.",YA7YB56L3Y69,12/11/22,325920,101 Lindenwood Dr Ste 200,,Malvern,PA,19355,
Inactive,AERO DEFENSE CORPORATION ,S1JML7CKBM57,10/2/22,332710,780 Falcon Circle Suite 104 ,,Warminster,PA,18974,
Active,SWORD INC,C1ABXFNYJ5H4,4/22/24,313310,13011 MAPLE DR,,CLARKS GREEN,PA,18411,
Inactive,SONIC TECH,Z44JLC7CHYU8,2/6/16,334510,23 BROOKLINE CT.,,AMBLER,PA,19002,
Active,RG INDUSTRIES INC,PLDSQ5PLAQV4,4/17/24,326220,650 N STATE ST,,YORK,PA,17403,
Inactive,"D & B CUSTOM WIRING, INC.",ECWDAY9K1835,7/17/15,334419,15161 STATE HWY 285,,CONNEAUT LAKE,PA,16316,
Inactive,"Quantum Global Technologies, LLC ",GC4RD98NJNY8,4/17/15,334413,1900 AM Dr Ste 200 ,,Quakertown,PA,18951,
Active,LAURELL TECHNOLOGIES CORPORATION,F4KYGNRE86K1,11/9/23,334413,441 INDUSTRIAL DR,,NORTH WALES,PA,19454,
Inactive,STRAINOPTICS INC,QRKVJNZH4M88,6/27/17,334516,108 W. MONTGOMERY AVE,,NORTH WALES,PA,19454,
Active,GREAT LAKES AUTOMATION SERVICES INC,PHVNEE2KFGK8,4/12/24,332710,8835 WALMER DR,,MC KEAN,PA,16426,
Inactive,"BACHARACH, INC.",QN84GSHNM1M7,11/7/22,334513,621 HUNT VALLEY CIR,,NEW KENSINGTON,PA,15068,
Active,"Gamma Irradiator Service, Llc",R2J3H2C2AT52,4/11/24,221113,337 Distillery Hill Rd,,Benton,PA,17814,
Active,ZIOS CORPORATION,VHEKVTMRPN64,11/29/23,325611,211 N CAMAC ST,,PHILADELPHIA,PA,19107,
Active,ACCIPITER SYSTEMS INC,JLPWW7HYM3Z8,2/15/24,334210,12330 PERRY HWY,,WEXFORD,PA,15090,
Active,INSTRUMENT CALIBRATION SOLUTIONS LLC,G275EG1YL9L3,3/7/24,334515,413 HOPEWELL AVE,,ALIQUIPPA,PA,15001,
Active,MONERA TECHNOLOGIES CORPORATION,Q1D1LT21F3C7,11/16/23,325414,2201 HANGAR PL,STE 200,ALLENTOWN,PA,18109,
Active,BLACK CONSULTING SERVICES INC,CK8BNN5M4Y17,12/20/23,238210,507 N YORK ST,,MECHANICSBURG,PA,17055,
Inactive,Design Lightning Corp. ,GJL3X47CHGD5,6/4/22,334220,301 Science Park Rd Bldg 1 ,,State College,PA,16803,
Inactive,"ALTAMIRA INSTRUMENTS, INC.",HUUDTTPJ2JA2,10/1/21,334516,149 DELTA DR STE 200,,PITTSBURGH,PA,15238,
Inactive,Hitech Technologies Inc,GJL8NH13BNK1,3/26/23,334512,301 OXFORD VALLEY RD STE 505A,,MORRISVILLE,PA,19067,
Active,"Powerex, Inc.",JNAZN1KNW7G7,11/18/23,334413,173 Pavilion Ln,,Youngwood,PA,15697,
Active,"AMERICAN DEVICES, INC.",ZVLCLSN4LVF8,6/29/24,334290,700 VETERANS CIR,STE 300,IVYLAND,PA,18974,
Active,INFRASCAN INC,G7ACQJPGP7U5,5/10/24,334510,3508 MARKET ST,STE 215,PHILADELPHIA,PA,19104,
Inactive,"TGBAR, INC.",JU43U5SP19N7,12/16/15,334513,3316 LEECHBURG RD,,NEW KENSINGTON,PA,15068,
Inactive,"LABOV PLUMBING AND HEATING SUPPLY, INC. THE",NCU7QPV6WE21,3/12/14,321920,5000 UMBRIA,,PHILADELPHIA,PA,19128,
Active,AMPLIFIER SOLUTIONS CORP,YUL8ZNT8FLT5,4/23/24,334419,3009 OLD STATE RD,,TELFORD,PA,18969,
Active,"NIGHT VISION DEVICES, INC.",RVKLEJAX7KK6,11/28/23,333310,5583 ROOSEVELT ST,,WHITEHALL,PA,18052,
Inactive,"SABOTECH, INC.",C5NZA19ZLM11,6/7/19,334220,1022 WEDGEWOOD LANE,,WEST CHESTER,PA,19382,
Inactive,PAPERLESS SOLUTIONS INC,EF88XEQ1XLN5,11/30/19,334614,3494 PROGREPA DR STE A,,BENSALEM,PA,19020,
Inactive,"THOMAS MAGNETIX, INC.",XUF2JCQ53LX9,6/12/14,334419,350 NEW YORK AVE,,HALLSTEAD,PA,18822,
Active,ARDARA TECHNOLOGIES LP,HDDMNACU21P1,12/12/23,334516,12941 STATE ROUTE 993,,ARDARA,PA,15615,
Active,SUMITOMO (SHI) CRYOGENICS OF AMERICA INC,MJLHRBJJ3UL1,5/8/24,334510,1833 VULTEE ST,,ALLENTOWN,PA,18103,
Active,TWO TECHNOLOGIES INC,MJMVUPLADYA3,1/18/24,334111,419 SARGON WAY,,HORSHAM,PA,19044,
Inactive,"Transportation Control Systems, Inc.",FXMKA1BEN3L8,5/28/23,334417,165 William Pitt Way,,Pittsburgh,PA,15238,
Active,"LEIDOS, INC.",SHNFQPWCVAX1,3/8/24,334511,6310 ALLENTOWN BLVD,STE 110,HARRISBURG,PA,17112,
Inactive,"BODYMEDIA, INC.",KJ1HL4VF8Z25,1/13/15,334510,ONE GATEWAY CENTER 420 FORT DUQUESNE BLVD STE 1900,,PITTSBURGH,PA,15222,
Inactive,American Personnel Managers & Consultants Inc,GB5DGG75HBH5,3/13/21,334111,2226 GETTYSBURG RD,,CAMP HILL,PA,17011,
Inactive,Inteprod LLC ,KMZSYRA7C5V7,9/1/16,334510,2583 INDUSTRY LN ,,NORRISTOWN,PA,19403,
Active,"AMP Global Strategies, LLC",ZUD1ATG2R811,6/23/24,334220,90 N PIONEER AVE,,SHAVERTOWN,PA,18708,
Active,GELLA LLC,LB11FFQJ2259,4/23/24,236118,600 FRANKLIN ST,,JOHNSTOWN,PA,15901,
Inactive,"MORLIN, INC.",MK6BEFEJ8AD3,2/13/19,332710,2044 W 20TH ST,,ERIE,PA,16502,
Inactive,"OBO Bettermann Of North America, Inc.",RHM8K5SLQ4P8,5/25/18,334111,411 YERKES RD,,KING OF PRUSSIA,PA,19406,
Active,ZOLL Services LLC,JUNFLUEBGZ43,11/28/23,334510,121 Gamma Dr,,Pittsburgh,PA,15238,
Inactive,"Advanced Electronics Systems, Inc.",VM9ES7CWSJ25,10/19/21,334419,2005 Lincoln Way E,,Chambersburg,PA,17202,
Inactive,E&B Devices LLC,CSV2MYCU15T5,11/1/19,334510,525 Telner St,,Philadelphia,PA,19118,
Inactive,Asteria Consultants LLC ,DGTLMA2DT8Y4,9/12/15,238170,338 Bridgebrook Lane ,,Wexford,PA,15090,
Active,PROTOKINETICS LLC,DYEHT76TKX15,12/16/23,334510,60 GARLOR DR,,HAVERTOWN,PA,19083,
Active,THAR ENERGY LLC,S4LGDJW338R7,5/23/24,332410,150 GAMMA DR,,PITTSBURGH,PA,15238,
Active,"TSITOUCH, INC",NJTNJDM1CK81,1/9/24,334118,1 MILLENNIUM DR,STE 3,UNIONTOWN,PA,15401,
Active,"INTERNATIONAL SYSTEMS MARKETING, INC.",NX4DVMKHCQB5,2/15/24,334220,440 WEST 8TH ST,,ERIE,PA,16502,
Inactive,SOFTWARE ENGINEERING ASSOCIATES INC ,NC3CKPRD4Z85,5/2/17,334111,1 EXPORT LN ,,ARCHBALD,PA,18403,
Inactive,"NCS Industries, Inc.",TFM4VMB8GXK3,11/14/19,334220,375 Ivyland Rd Unit 11,,Warminster,PA,18974,
Active,SOLID TECHNOLOGIES INC,NCU7BMC17QA4,5/16/24,333248,650 SENTRY PKWY,STE 1,BLUE BELL,PA,19422,
Active,THE CEMTECH DELMAR PARTNERSHIP INC,L6TANHRN12H1,11/4/23,334513,1400 N PROVIDENCE RD,STE 1080,MEDIA,PA,19063,
Inactive,MINE SAFETY APPLIANCES COMPANY,JCUTF5P3WV94,8/15/19,315220,3880 MEADOWBROOK RD,,MURRYSVILLE,PA,15668,
Active,ORION SYSTEMS INC,MMM1BMXJ8GJ5,3/13/24,334111,430 LINCOLN HWY,STE 200,FAIRLESS HILLS,PA,19030,
Inactive,AVEX ELECTRONICS CORP.,H5GSV7H5J453,4/20/22,334515,1683 WINCHESTER RD,,BENSALEM,PA,19020,
Inactive,"STOVER, JAMES R & ASSOCIATES INC",N3P6ALWUN7U1,6/27/19,333314,608 N BETHLEHEM PIKE,,AMBLER,PA,19002,
Active,APPLIED SEPARATIONS INC,JS1MKLT729S8,4/11/24,334516,930 W HAMILTON ST,STE 4,ALLENTOWN,PA,18101,
Inactive,"NEURO KINETICS, INC.",RELXPK1K6D45,12/15/20,334510,128 GAMMA DR,,PITTSBURGH,PA,15238,
Active,ROBERT J BARTHOLOMEW,DCKQLCJSPLH7,6/26/24,237130,1358 STATE ROUTE 903,,JIM THORPE,PA,18229,
Active,"FOXPRO, INC.",R34MFMR3XNF3,1/10/24,334310,14 FOX HOLLOW DR,,LEWISTOWN,PA,17044,
Inactive,Sigma Controls Inc ,NH8MHDZNC5A1,3/4/23,333914,217 S 5TH ST ,,PERKASIE,PA,18944,
Active,"GREAT LAKES CASE & CABINET CO., INC",D8VGLQEJ8FK8,2/3/24,236210,4193 RT 6N EAST,,EDINBORO,PA,16412,
Inactive,"Integration Technology Systems, Inc.",Y4J2NKAYZ4M1,10/11/18,334118,271 Westec Dr,,Mount Pleasant,PA,15666,
Inactive,"BROADBAND NETWORKS, INC.",KVYJNJJ6LMR4,5/31/18,334220,2820 E COLLEGE AVE STE B,,STATE COLLEGE,PA,16801,
Active,PHOTONIS DEFENSE INC,EF4YHA7J14Q3,6/19/24,333310,1000 NEW HOLLAND AVE,,LANCASTER,PA,17601,
Active,"CANARY LABS, INC.",H29JGCKHEY17,7/5/24,334513,195 BEAN HILL RD,,MARTINSBURG,PA,16662,
Active,D. GILLETTE INDUSTRIAL SERVICE'S INC,LLCJAQ1DHC91,3/15/24,237110,1510 RICHMOND RD,,EASTON,PA,18040,
Active,POWERSAFE INC,PQFNRM6JNKV1,2/23/24,334419,4311 WILLIAM PENN HWY,,MIFFLINTOWN,PA,17059,
Active,"Market Central, Inc.",JHYBK7T1BMW4,12/16/23,334118,19 N Main St,,Houston,PA,15342,
Inactive,MACKIN MEDICAL INC,VJG2UCCKN3K4,10/22/15,334510,2660 W CHESTER PIKE,,BROOMALL,PA,19008,
Active,"Spectrum Microwave, Inc.",TK31KS2VBFJ8,4/2/24,334419,2707 Black Lake Pl,,Philadelphia,PA,19154,
Inactive,G & W INSTRUMENTS INC,WLTABXC2SDF3,2/10/17,334513,277 BROOKLYN ST,,CARBONDALE,PA,18407,
Inactive,"Hc Hoodco, Inc. ",D4GBDJWGWJT8,8/17/19,236220,649 E Rolling Ridge Dr ,,Bellefonte,PA,16823,
Inactive,"Electronic Prototype Development, Inc.",MYVSC8JP7725,2/23/22,334418,5 Acee Dr,,Natrona Heights,PA,15065,
Inactive,Atlantic Engineering Inc.,FV52DJF8KKH3,1/8/22,334515,344 Central Ave,,MALVERN,PA,19355,
Inactive,FREEDOM SYSTEMS CORP. ,KS5AWQSDETB1,5/20/15,334111,2550 EISENHOWER AVE STE 204 ,,NORRISTOWN,PA,19403,
Active,"EXTREL CMS, LLC",X4L9NJWF73G8,10/3/23,334516,575 EPSILON DR STE 2,,PITTSBURGH,PA,15238,
Active,RDA INC,MCW6XX5ENZP5,12/1/23,334511,107 N BROAD ST,,DOYLESTOWN,PA,18901,
Inactive,"Dream Telescopes & Accessories, Inc.",K4LDKAAHN2K8,6/12/22,238190,343 E Prospect St,,Nazareth,PA,18064,
Inactive,"OLDCASTLE PRECAST, INC.",JJGCLJF1MTQ9,11/8/18,236220,200 Keystone Dr,,Telford,PA,18969,
Inactive,"API SYSTEMS, INC.",JV6HZZMN9YD4,12/6/19,334418,345 POMROYS DR,,WINDBER,PA,15963,
Active,THE CULVER GROUP LLC,PCVGEY2MGMF4,10/12/23,334118,314 N QUEEN ST,,LITTLESTOWN,PA,17340,
Active,COMMUNICATION AUTOMATION CORPORATION,XJFQMMMGXH38,6/11/24,334210,1171 MCDERMOTT DR,,WEST CHESTER,PA,19380,
Active,HERLEY INDUSTRIES LLC,MEUXC25TGDD8,5/21/24,334419,3061 INDUSTRY DR,,LANCASTER,PA,17603,
Active,SP INDUSTRIES INC,JVB1PLPHU3J6,2/29/24,334513,935 MEARNS RD,,WARMINSTER,PA,18974,
Active,"Microwave Innovations, Inc. ",SJA6UFJR6D83,10/18/23,334220,3069 Edison Furlong Rd ,,Furlong,PA,18925,
Active,KOAXIS INC,SNPFAMV2DDQ4,4/17/24,334417,2081 LUCON RD,,SCHWENKSVILLE,PA,19473,
Active,COASTAL DEFENSE INC,N7GAJ4WGU8M8,4/15/24,334220,155 ORCHARD HILL LN,,MILL HALL,PA,17751,
Active,"Life Support International, Inc ",YKKJLJ7NEPG3,2/6/24,313320,"2250 Cabot Blvd. West, Suite 255 ",,Langhorne,PA,19047,
Active,QUAD TRON INC,KHFJRVCM8EN1,3/21/24,334419,303 CAMARS DR,,WARMINSTER,PA,18974,
Active,"Sage Technologies, Ltd.",PBNMW414DFF7,1/16/24,334511,1 IVYBROOK BLVD STE 110,,WARMINSTER,PA,18974,
Active,"RFcircuits, Inc.",QKJLQ677G6J3,4/8/24,334290,1840 County Line Rd Ste 207,,Huntingdon Valley,PA,19006,
Inactive,"OBERON, INC.",ZJS7QGNEH125,8/20/16,334210,1315 S ALLEN ST STE 410,,STATE COLLEGE,PA,16801,
Active,PAMIR ELECTRONICS CORPORATION,PEN1UAX8LKB8,2/24/24,325520,603 N GORDON DR,,EXTON,PA,19341,
Inactive,CORTROL SERVICES LTD,WEMEYHME2Z24,8/4/18,334513,47 GENERAL WARREN BLVD,,MALVERN,PA,19355,
Active,"Precision Electronics Company, Inc.",GAX1LVKJJP35,2/7/24,332999,2010 PENNSYLVANIA AVE STE 159 B,,York,PA,17404,
Active,"GAMRY INSTRUMENTS, INC.",F2MTPE4NRBY5,12/16/23,334516,734 LOUIS DR,,WARMINSTER,PA,18974,
Inactive,CREATE-SAFETY,RVEJH8GNBCD6,4/12/16,334510,113 CONWELL AVE,,TARENTUM,PA,15084,
Inactive,"OM Office Supply, Inc.",F4ULHSHZHV94,1/10/20,334111,5007 Carlisle Pike Ste 101,,Mechanicsburg,PA,17050,
Active,PIERSON COMPUTING CONNECTION INC,DHLCC1G8N2J3,11/9/23,334310,10 LONG LN,STE 100,MECHANICSBURG,PA,17050,
Inactive,Voci Technologies Incorporated,WRL3N9JB4AS9,8/21/18,334111,6301 Forbes Ave Ste 120,,Pittsburgh,PA,15217,
Inactive,"Proud Company, The",HGD4KMVBB9J6,8/13/19,334513,325 S Main St,,Pittsburgh,PA,15220,
Active,WESCO DISTRIBUTION INC,MH81M72DE735,11/17/23,238210,225 W STATION SQUARE DR,STE 700,PITTSBURGH,PA,15219,
Inactive,"W. L. GORE & ASSOCIATES, INC. ",EMPHMKLCJ6E5,1/9/20,334419,380 Starr Rd ,,Landenberg,PA,19350,
Inactive,"Lowv Systems, Inc. ",Z3KPLCZ9GPH4,10/3/15,238210,5 East Allen St ,,Mechanicsburg,PA,17055,
Inactive,VISTRON INC,ZPDZNMVNJ581,8/18/19,334419,1959 S ITHAN ST,,PHILADELPHIA,PA,19143,
Inactive,PixController Inc.,LAA9FGXMWVE5,6/9/18,334310,1001 Corporate Lane Suite 100,,EXPORT,PA,15632,
Inactive,Philpop LLC,JNMKYA46M6U3,1/11/18,334111,401 E 4TH ST STE 22,,BRIDGEPORT,PA,19405,
Active,PROCESS HVAC SOLUTIONS LLC,KFLKLMLZ4CH6,4/12/24,236220,102 COMMERCE BLVD,STE 300,LAWRENCE,PA,15055,
Inactive,PROCHEM SCIENTIFIC,H4NFKZLNW6D7,9/1/19,334516,101 SHADY LANE,,MC CLURE,PA,17841,
Active,STARR LIFE SCIENCES CORP,NF1DBCTVVMG4,2/29/24,334516,333 ALLEGHENY AVE,STE 300,OAKMONT,PA,15139,
Active,STRONGARM DESIGNS INC,YK3LJFRUNQU6,2/16/24,332312,425 CAREDEAN DR,,HORSHAM,PA,19044,
Inactive,"Vision Financial Group, Inc.",PNNAEW5CXWZ4,2/2/23,332311,615 Iron City Dr,,Pittsburgh,PA,15205,
Inactive,INDUSTRIAL TECHNICAL SERVICE INC,MZA4HYTRPNV5,6/25/22,334513,"3505, EAST MAIN ST",,MORGANTOWN,PA,19543,
Active,AIR DYNAMICS INDUSTRIAL SYSTEMS CORP,PPG1EWQU5N35,2/25/24,333413,180 ROOSEVELT AVE,,YORK,PA,17401,
Active,CARNEGIE ROBOTICS LLC,WKVNZKNJQS84,1/12/24,334511,4501 HATFIELD ST,,PITTSBURGH,PA,15201,
Active,ANHOLT TECHNOLOGIES INC,WARASPAZ2R66,11/21/23,326130,440 CHURCH RD,,AVONDALE,PA,19311,
Inactive,SC AERO INCORPORATED,VKU7PHNXT7G3,2/25/20,332710,1240 MILL CREEK DR,,SELLERSVILLE,PA,18960,
Active,GLOBAL ACCESS CONTROL SYSTEMS INC,NC18HLA48497,2/10/24,236210,611 BUTLER ST,,PITTSBURGH,PA,15223,
Active,DYNAMIC MANUFACTURING LLC,N1PKUPSGDRD4,6/1/24,334418,156 ARMSTRONG DR,,FREEPORT,PA,16229,
Inactive,"MERCURY AUTOMATION, INC.",F7XWMK435AB8,1/31/14,333995,105 AVONDALE DR,,NORTH WALES,PA,19454,
Active,BARRYZ LLC,S99MJLLGWYC8,3/28/24,334513,3 MOUNTAINEER BLVD,,MORGANTOWN,PA,19543,
Active,MYERS VACUUM REPAIR SERVICES INC,HB15NPU1XW52,12/1/23,334516,570 PINE FURNACE RD,,KITTANNING,PA,16201,
Active,"TSS Usa, LLC",PBECN8JBSU15,3/22/24,332618,1 Greenwood St,,Oakmont,PA,15139,
Active,"ColdEdge Technologies, Inc.",D9A7G6N4ZBX6,2/23/24,334516,905 Harrison St Ste 146,,Allentown,PA,18103,
Active,JULABO USA INC,Y7F5LWZ25BQ4,3/26/24,334513,884 MARCON BLVD,,ALLENTOWN,PA,18109,
Inactive,"CONTROL ANALYTICS, INC.",DU9QNB5FSTR1,6/13/20,333314,6017 ENTERPRISE DR,,EXPORT,PA,15632,
Active,"GATAN, INC.",KLD9H6G65LW6,3/1/24,334516,780 COMMONWEALTH DRIVE,,WARRENDALE,PA,15086,
Active,"CDS Analytical, LLC",XHCZCXHMD329,2/2/24,334516,465 Limestone Rd,,Oxford,PA,19363,
Active,"CHEMDAQ, INC.",JDMYMJAZJKC5,6/22/24,334519,300 BUSINESS CENTER DR,STE 330,PITTSBURGH,PA,15205,
Active,KENJER INDUSTRIES,CKBNKCKJNVJ7,2/24/24,325611,141 FREEPORT RD,,BUTLER,PA,16002,
Active,EUTHANEX CORPORATION,DXUQXE1AMDT7,2/29/24,238390,944 14TH AVE UNIT 1,,BETHLEHEM,PA,18018,
Inactive,OTOVATION LLC,KGDKUE1BN7K9,3/24/15,334510,1001 W 9TH AVE STE A,,KING OF PRUSSIA,PA,19406,
Active,"BUTLER TECHNOLOGIES, INC.",HW8MV6NJ7VJ1,3/1/24,323113,231 W WAYNE ST,,BUTLER,PA,16001,
Inactive,Security Products International Inc,CBQBAPMKTYF5,6/21/18,334310,"399 Circle Of Progress Dr,",,Pottstown,PA,19464,
Inactive,Pinnacle Integrated Systems Inc. ,EFYKS7XJ1497,10/23/22,236220,600 Swedesford Rd ,,Malvern,PA,19355,
Active,MICRO PHOTONICS INC,HBNGSTSYLEZ8,3/5/24,334516,1550 POND RD,STE 110,ALLENTOWN,PA,18104,
Inactive,ALPHA SCIENTIFIC CORPORATION,CSFZJ8USEWU3,1/22/14,334516,287 GREAT VALLEY PKWY,,MALVERN,PA,19355,
Inactive,"ANALYTICAL TECHNOLOGY, INC.",MFLYBK6SLDR3,12/5/22,334519,6 IRON BRIDGE DR,,COLLEGEVILLE,PA,19426,
Inactive,QBC Diagnostics LLC,N7P6UZFT5KX5,1/8/22,325413,168 Bradford Dr,,Port Matilda,PA,16870,
Inactive,"Tactical Technologies, Inc.",QL1FJ91YMQ22,10/30/21,334220,"500 Pine Street, Suite 3A",,Holmes,PA,19043,
